Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Exp. q-value: Combined,Contaminant,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score MS Amanda 2.0: MS Amanda 2.0,# Peptides (by Search Engine): MS Amanda 2.0,# Protein Pathway Groups,"Abundance: F2: 126, Sample, Control","Abundance: F2: 127N, Sample, HC-like","Abundance: F2: 127C, Sample, HC-like","Abundance: F2: 128N, Sample, At risk","Abundance: F2: 128C, Sample, HC-like","Abundance: F2: 129N, Sample, Control","Abundance: F2: 129C, Sample, Control","Abundance: F2: 130N, Sample, At risk","Abundance: F2: 130C, Sample, SPD","Abundance: F2: 131N, Sample, SPD","Abundance: F2: 131C, Sample, At risk","Abundance: F2: 132N, Sample, SPD","Abundances (Normalized): F2: 126, Sample, Control","Abundances (Normalized): F2: 127N, Sample, HC-like","Abundances (Normalized): F2: 127C, Sample, HC-like","Abundances (Normalized): F2: 128N, Sample, At risk","Abundances (Normalized): F2: 128C, Sample, HC-like","Abundances (Normalized): F2: 129N, Sample, Control","Abundances (Normalized): F2: 129C, Sample, Control","Abundances (Normalized): F2: 130N, Sample, At risk","Abundances (Normalized): F2: 130C, Sample, SPD","Abundances (Normalized): F2: 131N, Sample, SPD","Abundances (Normalized): F2: 131C, Sample, At risk","Abundances (Normalized): F2: 132N, Sample, SPD","Found in Sample: F2: 126, Sample, Control","Found in Sample: F2: 127N, Sample, HC-like","Found in Sample: F2: 127C, Sample, HC-like","Found in Sample: F2: 128N, Sample, At risk","Found in Sample: F2: 128C, Sample, HC-like","Found in Sample: F2: 129N, Sample, Control","Found in Sample: F2: 129C, Sample, Control","Found in Sample: F2: 130N, Sample, At risk","Found in Sample: F2: 130C, Sample, SPD","Found in Sample: F2: 131N, Sample, SPD","Found in Sample: F2: 131C, Sample, At risk","Found in Sample: F2: 132N, Sample, SPD",# Protein Groups,Modifications
0,High,Master Protein,P80404,"4-aminobutyrate aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=ABAT PE=1 SV=3",0,0,55.384,28,11,15,11,500,56.4,7.96,3746.67,11,0,2944877.30946613,2581813.72261481,2840871.88317207,2694100.03480378,2766665.22652999,2859767.53852969,2562289.28649754,2345863.6261808,2770262.57802422,2832953.19260881,2603951.74241106,2889361.00731038,2944877.30946613,3071134.39171248,3148046.27168955,3036872.73322234,3228557.66637082,3143127.83187475,2888097.33938493,3106854.58945855,3091370.84730738,3198304.49342026,2861860.28458729,3279650.08273124,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P23528,Cofilin-1 OS=Homo sapiens OX=9606 GN=CFL1 PE=1 SV=3,0,0,54.874,52,9,16,4,166,18.5,8.09,4121.86,9,0,1318185.80718477,1099759.52320781,1226911.84983442,1123591.12262867,998212.109853823,1359524.09370461,1092860.44732735,970328.254293751,1150915.50095156,1123737.91073981,1158107.33027344,1189024.59688399,1318185.80718477,1308192.47909031,1359573.9031534,1266546.60165587,1164862.78463652,1494232.64634448,1231823.18517967,1285099.76304202,1284321.08045634,1268660.56902131,1272812.13388776,1349635.64873815,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P23246,"Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2",0,0,54.752,22,15,16,15,707,76.1,9.44,4382.7,15,0,3482844.84846434,2581045.78430748,2681468.37207127,2756882.4867834,2561475.80076627,2923476.42613125,3100893.09647566,2467510.8954037,2947417.41195,2782259.2992825,2963243.43462272,2850453.21166398,3482844.84846434,3070220.90917667,2971406.96887988,3107643.05135406,2989112.03801823,3213149.31965665,3495187.3501724,3267963.85960636,3289060.15423522,3141072.87122561,3256738.04202631,3235486.70027825,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P17987,T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1,0,0,54.425,22,11,15,11,556,60.3,6.11,3685.57,11,0,3641917.28792854,2993964.69436342,3199016.51344687,3071392.02625764,3073687.85938057,3264578.95681693,3365462.75420268,2681818.76015625,3120271.9162553,3179963.82507891,3211918.03699408,3114245.07706614,3641917.28792854,3561398.66323125,3544915.93509842,3462167.91399049,3586837.47035068,3588050.02164599,3793398.37911045,3551792.53819307,3481950.66926223,3590067.28992156,3530042.63393599,3534911.04047011,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P05141,ADP/ATP translocase 2 OS=Homo sapiens OX=9606 GN=SLC25A5 PE=1 SV=7,0,0,54.134,39,14,20,2,298,32.8,9.69,4913.83,14,0,382280.687662499,330892.462467187,377171.72068125,368774.23150351,363382.48753125,388841.25800401,340243.299234239,297694.9655625,370212.673307813,367160.156085938,345577.354495312,369569.964534376,382280.687662499,393605.16699563,417954.092231558,415693.698786354,424048.889144195,427369.624889847,383506.95701701,394266.299069713,413124.977627119,414510.899819408,379805.082396475,419490.732273852,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62937,Peptidyl-prolyl cis-trans isomerase A OS=Homo sapiens OX=9606 GN=PPIA PE=1 SV=2,0,0,53.951,44,9,20,9,165,18,7.81,4871.03,9,0,8108161.75156316,6579000.63619582,6792134.3476194,6850560.85035298,6786633.16836719,7334129.12899834,7252741.5907416,5728847.66683993,7404248.64035837,7071495.94331073,6509903.00426495,7604191.62126546,8108161.75156316,7825891.90689407,7526546.10596626,7722163.68544482,7919655.8855296,8060831.89536795,8174964.39681864,7587268.27399078,8262494.16737384,7983470.15040743,7154676.70194648,8631350.53622201,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase OS=Homo sapiens OX=9606 GN=PAICS PE=1 SV=3,0,0,53.69,20,10,12,10,425,47,7.23,3337.97,10,0,3189287.02636262,2723687.96797422,2857024.18124182,2929712.54247835,2675334.77137866,2836564.49056406,2998724.93171694,2531877.01954687,2772259.14379219,2818816.0159792,2860252.22588897,2869910.64076406,3189287.02636262,3239897.48658839,3165945.0660769,3302462.42585421,3121979.66830857,3117625.70806137,3380027.9860973,3353210.1569478,3093598.84015498,3182344.11834004,3143546.06341312,3257572.3997794,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62333,26S proteasome regulatory subunit 10B OS=Homo sapiens OX=9606 GN=PSMC6 PE=1 SV=1,0,0,53.621,36,11,13,11,389,44.1,7.49,3374.43,11,0,2715971.39023768,2168231.06472219,2308066.55386612,2272101.52761873,2206793.85809964,2414777.93300713,2503844.88367091,2023414.19908096,2408217.03205402,2393466.17317611,2379193.72573603,2465775.47983397,2715971.39023768,2579167.09238948,2557630.4066189,2561182.98771363,2575216.24240878,2654046.39599971,2822221.43489787,2679803.5574749,2687359.66977922,2702139.10928376,2614841.09790709,2798847.47387865,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P27348,14-3-3 protein theta OS=Homo sapiens OX=9606 GN=YWHAQ PE=1 SV=1,0,0,53.447,44,11,17,7,245,27.7,4.78,4053.54,11,0,2785046.84315859,2392024.35665393,2459097.5648352,2525914.18246406,2232932.95402807,2941519.60348896,1989391.13814727,2069574.68352259,2297991.90349437,2150952.17212734,2426847.79999922,2231449.63934062,2785046.84315859,2845375.01802946,2724991.917642,2847288.44812304,2605719.23848597,3232980.30667374,2242352.29150603,2740938.3614501,2564358.06272107,2428349.33354894,2667215.07255161,2532869.3699949,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P53396,ATP-citrate synthase OS=Homo sapiens OX=9606 GN=ACLY PE=1 SV=3,0,0,53.264,13,12,13,12,1101,120.8,7.33,3345.34,12,0,1261094.27351182,1112510.98459792,1208603.6482474,1152447.12076804,1182752.59210909,1100095.40440788,1215094.11108622,939105.79988761,1173603.54819157,1183688.38508469,1158907.62599859,1223250.84066153,1261094.27351182,1323360.67316904,1339286.09429838,1299073.97361952,1380212.14567513,1209098.44479515,1369599.47802279,1243748.8402163,1309638.95767725,1336342.54554678,1273691.69494661,1388485.10470871,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P61604,"10 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPE1 PE=1 SV=2",0,0,53.243,85,13,19,13,102,10.9,8.92,4582.89,13,0,6446989.03329506,5509122.12730689,6111173.06718391,6107272.8717273,6019582.94135009,5520352.22779219,5914855.00713412,5308719.61540854,5672311.20941765,5613065.89686563,6135800.80452996,5446726.25167538,6446989.03329506,6553243.66940809,6771954.66073493,6884306.52867273,7024547.26625022,6067336.76606675,6666958.76182756,7030851.97161819,6329803.40879992,6336953.93437739,6743521.52945968,6182459.0823803,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P16949,Stathmin OS=Homo sapiens OX=9606 GN=STMN1 PE=1 SV=3,0,0,52.751,72,13,20,13,149,17.3,5.97,4330.59,13,0,5422381.37370703,4141711.82536471,4362128.54351689,4498430.54198082,4077687.68640026,4689499.92881125,4926087.79018273,4023315.22454297,4587672.82747183,4450424.41897969,4580941.49562534,4293129.24227191,5422381.37370703,4926673.64652378,4833791.54807776,5070769.78536587,4758454.22668116,5154159.40115171,5552464.78817801,5328466.33994674,5119441.79888735,5024372.60664457,5034661.09560432,4873036.50840764,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q13510,Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5,0,0,52.744,29,11,16,11,395,44.6,7.62,3840.02,11,0,3163575.31924955,2805706.7191267,3189821.5036826,2926937.51581923,2950084.26203906,2938863.43828771,2673009.91992663,2419309.67197734,3003501.4229764,2836954.88378386,3067310.67345479,2901970.02967746,3163575.31924955,3337460.91853675,3534726.69834402,3299334.33013164,3442598.35606925,3230060.95513289,3012896.66181377,3204126.30718073,3351645.00740489,3202822.26198059,3371112.62619752,3293962.30648753,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P46459,Vesicle-fusing ATPase OS=Homo sapiens OX=9606 GN=NSF PE=1 SV=3,0,0,52.54,25,17,19,17,744,82.5,6.95,4116.36,17,0,3569902.82532351,3169711.43388356,3260817.72703638,3360683.70781172,3103306.64699825,3292983.77525424,3133289.20077291,2595509.21181827,3224599.8363651,3157321.06404258,3363198.38054275,3120902.57792099,3569902.82532351,3770453.96851679,3613399.51620561,3788266.42863738,3621401.08972707,3619269.33377075,3531702.78311761,3437484.43716994,3598371.50725286,3564504.40926583,3696306.54735236,3542467.82315464,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O15075,Serine/threonine-protein kinase DCLK1 OS=Homo sapiens OX=9606 GN=DCLK1 PE=1 SV=2,0,0,52.389,18,11,15,9,740,82.2,8.66,3867.67,11,0,2015138.58891344,1716360.51684223,1720132.70065312,1773330.19653098,1674653.68633139,1890826.39938823,1942998.30062997,1323020.64728636,1794708.51653204,1921027.92489609,1835982.49310666,1844120.02927572,2015138.58891344,2041655.35479184,1906125.14671235,1998952.54492173,1954235.7151402,2078179.08312094,2190060.36986146,1752204.48626934,2002737.8023416,2168772.9469766,2017827.47915075,2093220.0549804,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens OX=9606 GN=HNRNPR PE=1 SV=1,0,0,52.005,20,12,16,9,633,70.9,8.13,3551.39,12,0,1948202.98905861,1628267.82173999,1702456.10863615,1723696.79986403,1620701.27101992,1849117.02551606,1798101.14624765,1426682.52865977,1788155.58237595,1674049.47349613,1690903.67812617,1761873.52705547,1948202.98905861,1936866.80896557,1886537.24134962,1943004.24788456,1891275.98932923,2032336.93263094,2026738.8088413,1889493.96392803,1995425.30071264,1889942.96385109,1858379.32503741,1999863.86060782,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P55786,Puromycin-sensitive aminopeptidase OS=Homo sapiens OX=9606 GN=NPEPPS PE=1 SV=2,0,0,51.646,21,17,18,17,919,103.2,5.72,3713.56,17,0,3006516.11101738,2657903.80940702,2808220.21512436,2889487.60915414,2671902.23052993,2949484.04486834,2645455.35592194,2329391.94966328,2754025.62664453,2659051.76203029,2823633.19946037,2869352.62452879,3006516.11101738,3161645.523623,3111864.08323152,3257119.63916111,3117974.06764319,3241733.90535881,2981838.39551682,3085039.55161347,3073251.82908055,3001975.89601082,3103300.1035171,3256939.00783304,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q99623,Prohibitin-2 OS=Homo sapiens OX=9606 GN=PHB2 PE=1 SV=2,0,0,51.587,46,14,17,14,299,33.3,9.83,3585.39,14,0,3921872.27611873,3198694.04413178,3405407.38973744,3364781.25747734,3387979.69469329,3452202.34774336,3608055.56886328,2953872.08017075,3587516.75816015,3629679.85264003,3440618.56360415,3377616.78667695,3921872.27611873,3804929.5351757,3773623.19657893,3792885.31312266,3953600.06404883,3794264.09114157,4066838.09814112,3912099.12056698,4003355.06402166,4097780.86438671,3781394.81666251,3833858.47107112,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P60842,Eukaryotic initiation factor 4A-I OS=Homo sapiens OX=9606 GN=EIF4A1 PE=1 SV=1,0,0,51.546,31,10,12,3,406,46.1,5.48,3432.37,10,0,857157.141018751,699011.570032164,781529.576953123,803265.954315504,723228.739406249,760977.293278123,787748.289384373,722115.126665624,825625.797562497,789441.559753881,817074.427537499,850164.454321872,857157.141018751,831492.393942552,866033.869924211,905466.182648352,843971.171054306,836378.788730821,887914.471900213,956367.058323461,921326.209875001,891251.749037348,898001.608722721,965002.959442364,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P61019,Ras-related protein Rab-2A OS=Homo sapiens OX=9606 GN=RAB2A PE=1 SV=1,0,0,51.262,54,10,12,10,212,23.5,6.54,3137.29,10,0,3278003.84418964,2999366.0063006,3031705.5046932,3130224.73608706,2850567.17831267,3142730.44834758,2778452.5387905,2543483.54086194,2967273.73494672,2791481.33842448,2956819.06916436,3027617.56534465,3278003.84418964,3567823.66388305,3359514.12221148,3528485.96083152,3326466.97865547,3454128.14405192,3131746.84340852,3368581.79816893,3311218.07476366,3151484.22899293,3249677.37494116,3436582.05864148,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,O43602,Neuronal migration protein doublecortin OS=Homo sapiens OX=9606 GN=DCX PE=1 SV=4,0,0,50.741,37,11,16,8,365,40.5,9.28,3801.21,11,0,2955211.86495043,2302836.41816184,2422294.13625276,2453076.13902542,2190560.45848548,2458226.82485273,2652192.04457844,2073404.67301906,2429119.09236562,2380925.25899766,2425645.74424219,2217173.98418335,2955211.86495043,2739283.65178186,2684209.05206448,2765183.15685602,2556272.69034004,2701800.42473949,2989431.68823659,2746010.7877889,2710684.54172765,2687980.85835565,2665893.95911664,2516665.3880421,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9NQC3,Reticulon-4 OS=Homo sapiens OX=9606 GN=RTN4 PE=1 SV=2,0,0,50.702,14,12,13,12,1192,129.9,4.5,3204.46,12,0,2483764.67876409,2218016.44279148,2552877.93046737,2453699.70883125,2158231.70985469,2492818.45384696,2253831.47142783,1988532.62625703,2277569.65550307,2231553.15310463,2415984.72163125,2307869.97871934,2483764.67876409,2638388.09096647,2828912.45419798,2765886.06399239,2518546.68423159,2739819.56803585,2540417.55173962,2633606.50944275,2541568.61937458,2519345.00559404,2655276.05999492,2619612.41516358,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P38159,"RNA-binding motif protein, X chromosome OS=Homo sapiens OX=9606 GN=RBMX PE=1 SV=3",0,0,50.656,29,12,16,12,391,42.3,10.05,3720.22,12,0,3564240.82029999,2733526.76735795,2837779.6599849,2785583.0738679,2677521.00087634,3119727.34190391,3224230.03404579,2713383.35029748,3003442.49615369,2992997.85400592,2952037.08488906,3109411.97659379,3564240.82029999,3251600.99366012,3144619.69630146,3139995.23917872,3124530.88698784,3428845.77298205,3634207.20367656,3593596.58453668,3351579.25022241,3378989.28589399,3244421.75877282,3529425.09450356,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P38606,V-type proton ATPase catalytic subunit A OS=Homo sapiens OX=9606 GN=ATP6V1A PE=1 SV=2,0,0,50.604,19,10,11,10,617,68.3,5.52,2868.07,10,0,2022835.82250895,1696194.07781484,1820586.40267969,1923604.08187288,1750774.95430183,1779328.66060548,1891157.06732121,1474467.0184898,1877569.47077386,1873474.64614481,1937531.94656484,1831727.06626455,2022835.82250895,2017666.85247935,2017440.58617843,2168345.9078313,2043065.36497394,1955633.58204874,2131627.26132119,1952779.59565721,2095203.38316966,2115086.96815284,2129434.90375856,2079153.07544339,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q12906,Interleukin enhancer-binding factor 3 OS=Homo sapiens OX=9606 GN=ILF3 PE=1 SV=3,0,0,50.375,16,12,14,12,894,95.3,8.76,3431.99,12,0,2918445.66533459,2262105.00772214,2508587.50802896,2383215.54167879,2309922.16604531,2381273.9115467,2841351.29587031,2306061.57065227,2592784.75904937,2357096.00484389,2399872.73299865,2380233.00109449,2918445.66533459,2690832.58254763,2779833.05007043,2686434.13474553,2695561.73489739,2617222.62591589,3202643.49583965,3054140.86922835,2893321.11730169,2661078.46871022,2637568.25857052,2701750.08910564,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P80723,Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2,0,0,50.128,30,6,9,6,227,22.7,4.63,3199.28,6,0,3702097.41279437,2551909.23631875,2490568.51174895,2822864.67375852,2192915.08620938,3255198.74295386,2586273.5019,2215269.40652248,2727400.77963443,2549031.21411188,3065661.56314688,2331151.19453906,3702097.41279437,3035562.22958248,2759865.71736709,3182020.20955698,2559020.42118819,3577740.36854841,2915131.26918205,2933896.00560311,3043540.82749031,2877766.56784611,3369300.17966933,2646038.41080624,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P62826,GTP-binding nuclear protein Ran OS=Homo sapiens OX=9606 GN=RAN PE=1 SV=3,0,0,50.031,36,8,13,8,216,24.4,7.49,3314.18,8,0,3128406.04874031,2712267.07285753,2912318.33168518,2826229.53021525,2885431.03945672,2918599.00063359,2866875.03241721,2514333.42703125,2812560.58718664,2838675.04851655,2786867.19946831,3136017.27547969,3128406.04874031,3226312.03560492,3227217.99611663,3185813.17963703,3367151.33218569,3207788.61406677,3231412.70468765,3329975.47684345,3138571.72763588,3204764.26744977,3062892.61305302,3559624.18366945,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P12236,ADP/ATP translocase 3 OS=Homo sapiens OX=9606 GN=SLC25A6 PE=1 SV=4,0,0,50.03,39,14,19,1,298,32.8,9.74,4545.83,14,0,89975.853928125,86818.806421875,81490.7427984373,95013.9530999996,94519.0887609371,91549.9027265622,74229.6508593749,71235.9474781424,106924.159340625,105900.968559374,84085.9893843748,92044.7670656246,89975.853928125,103273.222198079,90302.0761208662,107102.661266277,110298.971379434,100621.13209846,83668.3267108679,94344.6702898141,119318.013996421,119558.467991877,92414.2907834976,104477.989132538,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9BPU6,Dihydropyrimidinase-related protein 5 OS=Homo sapiens OX=9606 GN=DPYSL5 PE=1 SV=1,0,0,49.722,24,12,12,12,564,61.4,7.2,3078.96,12,0,2762086.42055794,2349884.07518979,2408151.20639971,2569067.48822588,2360279.03280469,2511496.42347542,2653874.7921211,2035337.28412898,2396935.8487361,2412160.16280531,2414126.81818458,2280660.06210748,2762086.42055794,2795248.06016749,2668536.89245096,2895932.18663442,2754325.63834021,2760348.24576618,2991328.40564723,2695594.45473276,2674770.85545209,2723243.96593547,2653234.14040017,2588727.03772496,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P14550,Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3,0,0,49.622,42,12,16,11,325,36.6,6.79,3169.85,12,0,2166003.07094531,1854093.19410544,2092885.87618396,2034972.70631309,1873261.80517859,1941643.33236492,2071873.08045961,1813888.03277344,2030385.1940625,2005927.50004342,2102460.53461299,2136752.21930156,2166003.07094531,2205491.94699079,2319182.93064171,2293884.05954421,2186001.29290467,2134031.2159316,2335322.23030055,2402307.74563865,2265732.37046935,2264621.58061856,2310698.85279435,2425380.41285879,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P10909,Clusterin OS=Homo sapiens OX=9606 GN=CLU PE=1 SV=1,0,0,49.052,18,10,12,10,449,52.5,6.27,3340.55,10,0,3922042.71393515,2467846.86290742,3151749.43619808,3020469.68443635,2849453.10856529,3448669.29688426,3477360.36097858,2655880.5687114,3372473.10655664,3783306.02432983,3307656.46412675,3672931.99990085,3922042.71393515,2935567.85594849,3492538.01999843,3404766.6781822,3325166.91589787,3790380.9676579,3919524.33300489,3517440.07702127,3763385.14898937,4271219.40777823,3635263.47879932,4169064.26952658,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P26641,Elongation factor 1-gamma OS=Homo sapiens OX=9606 GN=EEF1G PE=1 SV=3,0,0,48.422,27,13,16,13,437,50.1,6.67,3798.74,13,0,5365478.07595187,4040490.13337608,4219692.47935118,4313300.30362705,3938437.67398318,4784538.11716081,4337531.11019598,3657490.81832915,4697776.48729232,4604587.19749829,4542544.05360938,4630296.98664564,5365478.07595187,4806267.81835321,4675954.32795986,4862085.26523353,4595956.54144612,5258614.45593076,4889070.14710276,4843969.61869796,5242307.85745198,5198416.96026841,4992460.57685221,5255748.19377054,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q9P0M6,Core histone macro-H2A.2 OS=Homo sapiens OX=9606 GN=MACROH2A2 PE=1 SV=3,0,0,48.258,28,9,13,8,372,40,9.69,3384.67,9,0,4071192.23711836,3053925.20895663,3251681.22859336,3210250.3067234,3097215.12142477,3419568.99736577,3560102.94611544,2763231.40597969,3750050.19972774,3625426.63302187,3364730.78148175,3473102.79128628,4071192.23711836,3632723.25063234,3603275.11741444,3618693.25465377,3614292.58906657,3758397.26265387,4012788.05667844,3659615.19654951,4184728.17535067,4092979.12906268,3697990.72502584,3942242.53319569,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P23526,Adenosylhomocysteinase OS=Homo sapiens OX=9606 GN=AHCY PE=1 SV=4,0,0,47.952,27,12,15,11,432,47.7,6.34,3283.04,12,0,2201363.26291406,1923073.18212979,2095057.31969531,2068475.16071633,1909430.9753295,1975603.9870875,2056398.55646727,1782627.5163332,2111340.58745375,1999450.53588877,2082166.08301094,2086920.73217982,2201363.26291406,2287545.43199084,2321589.1653933,2331649.06045689,2228208.875686,2171356.86482056,2317880.04225176,2360906.41357174,2356071.51198152,2257309.31594239,2288394.33612784,2368817.78864951,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P09471,Guanine nucleotide-binding protein G(o) subunit alpha OS=Homo sapiens OX=9606 GN=GNAO1 PE=1 SV=4,0,0,47.827,21,7,10,6,354,40,5.53,2868.88,7,0,2683272.94435711,2187620.34299531,2412126.98744531,2510901.47042109,2251047.08042814,2519951.34205957,2277276.5879789,1822219.25650593,2413057.90486406,2282091.83057008,2473781.08927549,2309940.00251953,2683272.94435711,2602231.14182631,2672942.56198213,2830365.65562609,2626857.50310063,2769640.92062874,2566843.83353752,2413341.59278995,2692761.66062269,2576401.39454214,2718796.87202092,2621962.05361664,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P12235,ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4,0,0,47.661,37,13,19,2,298,33,9.76,4403.93,13,0,545774.458524023,528249.103433028,575180.300049609,548146.280240275,550814.778840822,544505.219878126,454523.538111329,426823.717708008,555255.451516992,529107.295715627,564157.608847852,533237.384934377,545774.458524023,628366.010581663,637372.705839398,617887.409811857,642772.844334082,598457.562770972,512318.506745008,565284.022247202,619616.54077295,597343.523290047,620034.629948425,605266.018746253,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P49419,Alpha-aminoadipic semialdehyde dehydrogenase OS=Homo sapiens OX=9606 GN=ALDH7A1 PE=1 SV=5,0,0,47.605,23,11,14,11,539,58.5,7.99,3260.97,11,0,2518371.45224621,2125335.95155253,2214177.53410973,2277636.68955086,2192218.13598851,2250206.18279531,2255253.69248922,1905824.11344446,2267297.45489507,2319574.37233431,2143364.1385805,2549484.28491383,2518371.45224621,2528142.24263451,2453589.46751584,2567422.39312861,2558207.11571232,2473168.04086702,2542020.61540814,2524067.60882158,2530105.74154157,2618717.86558802,2355653.75644503,2893863.49604096,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P34897,"Serine hydroxymethyltransferase, mitochondrial OS=Homo sapiens OX=9606 GN=SHMT2 PE=1 SV=3",0,0,47.561,29,14,17,14,504,56,8.53,3426.38,14,0,4164019.63365842,3333975.79560477,3701578.61918097,3622078.4500729,3521997.36495179,3620248.47081563,3653733.8902711,3134885.7097907,3545922.13091684,3695338.52360064,3864433.26309202,3670432.66960673,4164019.63365842,3965850.68757356,4101818.47358323,4082918.65206103,4109991.87198901,3978961.07764511,4118324.64933605,4151833.01629002,3956939.09642183,4171907.19408153,4247186.26614827,4166227.33472157,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q14240,Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2,0,0,47.466,25,8,10,1,407,46.4,5.48,2959.04,8,0,370922.489437498,291439.098843749,303944.5591875,315513.175312499,308462.601562499,320823.274403014,400120.060312499,253820.655,318730.190625,350766.044062499,311324.661390852,334902.253124999,370922.489437498,346674.367600093,336809.1120259,355656.191938216,359960.174260895,352612.073989675,450997.351357881,336159.296766106,355675.027801005,396002.524076738,342159.829437583,380140.176111366,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,Q15149,Plectin OS=Homo sapiens OX=9606 GN=PLEC PE=1 SV=3,0,0,47.42,4,15,15,15,4684,531.5,5.96,3248.98,15,0,2689051.35537819,2214377.79389136,2372112.04008618,2404311.5548289,2177597.05959987,2693360.46467812,2342342.06737596,1874960.99961328,2562678.06057656,2448965.47514621,2498519.96176974,2530179.4278491,2689051.35537819,2634059.82371827,2628600.92637655,2710214.21205805,2541145.06287972,2960232.29991392,2640182.71799631,2483192.59555089,2859724.67387939,2764795.8687868,2745986.007489,2871950.97769892,High,High,High,High,High,High,High,High,High,High,High,High,1,
0,High,Master Protein,P45880,Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,0,0,47.128,28,7,12,7,294,31.5,7.56,3195.82,7,0,2893593.49349431,2586774.91189956,2747570.00610469,2700658.37317032,2771016.31023162,2661262.18431563,2448352.26953815,2152650.75752409,2756364.51756112,2719810.97585097,2605424.59505625,2531636.67100452,2893593.49349431,3077035.85505306,3044655.96113614,3044265.49470234,3233635.15984824,2924953.5588962,2759672.65397883,2850964.05898221,3075861.8268663,3070570.91095366,2863479.01600296,2873605.06232979,High,High,High,High,High,High,High,High,High,High,High,High,1,
